record_id,layer,source_container_absolute,source_plist,atlas_texture_path,frame_name,source_locator_absolute,source_locator_repo_relative,export_path,atlas_x,atlas_y,atlas_packed_width,atlas_packed_height,trimmed_width,trimmed_height,logical_width,logical_height,offset_x,offset_y,rotated,format,width,height,mode,frames,has_alpha,encoded_sha256,pixel_sha256,phash64,encoded_bytes
L-FRAME-00001,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_btn_download.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_btn_download.png,assets/package/download/data_download0.plist#frame:dl_btn_download.png,atlas-frames/assets/package/download/data_download0/dl_btn_download.png,670,100,326,64,326,64,326,64,0.0,0.0,False,PNG,326,64,RGBA,1,True,C83C4E241A8BA0284532C2F7C01AAA84202C228802B2DC61B278B83323E7AAFE,90A2F267E16EC0DBAC326750444BD0A2DEECC6C33FDDFDFF2D97AAB7012C85B9,DBD5845DCE269159,15845
L-FRAME-00002,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_btn_download_push.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_btn_download_push.png,assets/package/download/data_download0.plist#frame:dl_btn_download_push.png,atlas-frames/assets/package/download/data_download0/dl_btn_download_push.png,342,304,326,64,326,64,326,64,0.0,0.0,False,PNG,326,64,RGBA,1,True,02FE8BA3C6A4F65AB7F1888A0FCE45784F79CF7BEE9A0F4D40AE0805CB4A84FE,4F47B424B5FFF17012AF75EDB67B8A5A1A182EF084B3DBBA071D5CC085434967,DB91C44EE6769139,15780
L-FRAME-00003,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_checkbox_off.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_checkbox_off.png,assets/package/download/data_download0.plist#frame:dl_checkbox_off.png,atlas-frames/assets/package/download/data_download0/dl_checkbox_off.png,834,2,40,40,40,40,40,40,0.0,0.0,False,PNG,40,40,RGBA,1,True,545B58BCC45BE4AB56DA00B74A711946E01D93521FA44173C35A593ACE00F986,CA639A270BB083EFC4DCD813621CA822BD761B0CAEE9AA1BC5AA5EB9E8D4F32E,85172F173F557A50,481
L-FRAME-00004,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_checkbox_on.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_checkbox_on.png,assets/package/download/data_download0.plist#frame:dl_checkbox_on.png,atlas-frames/assets/package/download/data_download0/dl_checkbox_on.png,834,44,40,40,40,40,40,40,0.0,0.0,False,PNG,40,40,RGBA,1,True,48570748A76247E26F21902DAFADCD52DBA87A4A3B5CA4CD3B2181EAAF7C0728,7DA323CA80FD4E02AF70AFEB34048349B31D3F87E13BDCA7749A58693E67BBF4,C0CDD3362CCB7378,944
L-FRAME-00005,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_download_movie.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_download_movie.png,assets/package/download/data_download0.plist#frame:dl_download_movie.png,atlas-frames/assets/package/download/data_download0/dl_download_movie.png,2,100,430,202,430,202,430,202,0.0,0.0,False,PNG,430,202,RGBA,1,True,80B122E0576392E2A6F9A5FFE0D6A9903A10670CD266ADF6E0F7586A8A5B8A09,66CA407137CBC29B6D055305A36677A63496F3BF0BFA9C3D1004F0E227E67A1E,BE12254F4B6D4A6D,12246
L-FRAME-00006,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_download_voice.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_download_voice.png,assets/package/download/data_download0.plist#frame:dl_download_voice.png,atlas-frames/assets/package/download/data_download0/dl_download_voice.png,2,304,338,202,338,202,338,202,0.0,0.0,False,PNG,338,202,RGBA,1,True,B5771FE901467FAE746AD1F26E2FEEF81A1065D850B9468A2EB75E267436858F,3917489E9454B2009DDDA75107C9F5E131E4C00B24A514150BB2203A3A63A76B,EC2D075A5A537A5A,8170
L-FRAME-00007,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_loading_bar01.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_loading_bar01.png,assets/package/download/data_download0.plist#frame:dl_loading_bar01.png,atlas-frames/assets/package/download/data_download0/dl_loading_bar01.png,2,2,830,80,830,80,830,80,0.0,0.0,False,PNG,830,80,RGBA,1,True,545D0A5B67306C53EC2A97AFD582E27F2AA67880A4042221E0F23DA61840F78E,8806ED333F8402F2722C274AFA7CE6FBFF0EBB44BBFD7E21E2F83FF540B3908D,DEC3CD383AD4D42A,1709
L-FRAME-00008,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/data_download0.plist,assets/package/download/data_download0.png,dl_loading_bar02.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/data_download0.plist#frame:dl_loading_bar02.png,assets/package/download/data_download0.plist#frame:dl_loading_bar02.png,atlas-frames/assets/package/download/data_download0/dl_loading_bar02.png,2,84,766,14,766,14,766,14,0.0,0.0,False,PNG,766,14,RGBA,1,True,E2CF3ECF92BC1E4FBE9D24A349087A98EA55A8CEF081E151D7D0EA6AF244573B,01FC2DAA33A2543891DBBD81BCE8C70E3AE7666B6A65DE3B7C197DC2667FBE88,9DF3481C62E35D1D,4643
L-FRAME-00009,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_01.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_01.png,assets/package/download/loading_data.plist#frame:loading_data_01.png,atlas-frames/assets/package/download/loading_data/loading_data_01.png,1,1,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,038108ED5FF620B7E61505C890BBB7719813E772BA1E1B96414B065159154A1A,C534A1F5462F2F3D12E1624D6A2EAB101C73466E3C2179FDF9D198CFB00100FB,D06E2F909873F22F,2217
L-FRAME-00010,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_02.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_02.png,assets/package/download/loading_data.plist#frame:loading_data_02.png,atlas-frames/assets/package/download/loading_data/loading_data_02.png,1,27,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,9B71DE463703C6C27C865EA275FE71469D91A9380D722008C9EE1FE4A3551C49,EF40AD92AD7E2E49D9384CBDDD31CE3C4969EADFF166BFC458343F0761BFC746,D06E2F909873F22F,2284
L-FRAME-00011,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_03.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_03.png,assets/package/download/loading_data.plist#frame:loading_data_03.png,atlas-frames/assets/package/download/loading_data/loading_data_03.png,1,53,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,99C34D7C4E8F078F8DE31719852F12235AD097531ECDCB3E5BCC511321416F3F,B0C02EAE5206CA22C2A611D15DDDB45DFDC7793F5625EC7D265DB8E7DC1C18D9,D06E2F909873F22F,2299
L-FRAME-00012,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_04.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_04.png,assets/package/download/loading_data.plist#frame:loading_data_04.png,atlas-frames/assets/package/download/loading_data/loading_data_04.png,1,79,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,2BD5C0A637A9EC0666B7653165E0F75FE798826EE5CB58F8BA2793B929667A9C,029775DD8319CAD6B200D7B8A179B64329EA215EC249D344BA1A15E0F472B97F,D06E2F909873F22F,2265
L-FRAME-00013,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_05.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_05.png,assets/package/download/loading_data.plist#frame:loading_data_05.png,atlas-frames/assets/package/download/loading_data/loading_data_05.png,1,105,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,46A410ED1B7A5296CE00061B8EEDD692369DBB2B16A835D26591037C3F10BDA2,B8364F393072C0D9B1D2DEC0962145551A3B62487C649A5736CCC68F62399CAC,D26A2F908873FA2F,2236
L-FRAME-00014,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_06.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_06.png,assets/package/download/loading_data.plist#frame:loading_data_06.png,atlas-frames/assets/package/download/loading_data/loading_data_06.png,1,131,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,B410571A3E922DDFCA1C82BC28C1197983E39918BA63E0CEF36F93E63100E935,7CF2394C296F9289C3CED095D98E39FCAA2249F6D75079E6C1F1FE827E5C0D81,FEAAAA02EAAABA2A,383
L-FRAME-00015,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_07.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_07.png,assets/package/download/loading_data.plist#frame:loading_data_07.png,atlas-frames/assets/package/download/loading_data/loading_data_07.png,1,157,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,46A410ED1B7A5296CE00061B8EEDD692369DBB2B16A835D26591037C3F10BDA2,B8364F393072C0D9B1D2DEC0962145551A3B62487C649A5736CCC68F62399CAC,D26A2F908873FA2F,2236
L-FRAME-00016,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_08.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_08.png,assets/package/download/loading_data.plist#frame:loading_data_08.png,atlas-frames/assets/package/download/loading_data/loading_data_08.png,1,183,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,2BD5C0A637A9EC0666B7653165E0F75FE798826EE5CB58F8BA2793B929667A9C,029775DD8319CAD6B200D7B8A179B64329EA215EC249D344BA1A15E0F472B97F,D06E2F909873F22F,2265
L-FRAME-00017,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_09.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_09.png,assets/package/download/loading_data.plist#frame:loading_data_09.png,atlas-frames/assets/package/download/loading_data/loading_data_09.png,1,209,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,99C34D7C4E8F078F8DE31719852F12235AD097531ECDCB3E5BCC511321416F3F,B0C02EAE5206CA22C2A611D15DDDB45DFDC7793F5625EC7D265DB8E7DC1C18D9,D06E2F909873F22F,2299
L-FRAME-00018,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_data.plist,assets/package/download/loading_data.png,loading_data_10.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_data.plist#frame:loading_data_10.png,assets/package/download/loading_data.plist#frame:loading_data_10.png,atlas-frames/assets/package/download/loading_data/loading_data_10.png,1,1,192,24,192,24,192,24,0.0,0.0,False,PNG,192,24,RGBA,1,True,038108ED5FF620B7E61505C890BBB7719813E772BA1E1B96414B065159154A1A,C534A1F5462F2F3D12E1624D6A2EAB101C73466E3C2179FDF9D198CFB00100FB,D06E2F909873F22F,2217
L-FRAME-00019,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,dummy.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:dummy.png,assets/package/download/loading_resource0.plist#frame:dummy.png,atlas-frames/assets/package/download/loading_resource0/dummy.png,0,0,10,10,10,10,10,10,0.0,0.0,False,PNG,10,10,RGBA,1,True,0C384837A297A57DFC850792315DAEB53B575FBF0572775700BB9403AC6CBBCF,FE788557BD2A8F6E31AAE47331309E4A1AE7B090BC6CC88B5C3F567B270AB92F,D72929D639D6D729,71
L-FRAME-00020,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,arrow_R.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:arrow_R.png,assets/package/download/loading_resource0.plist#frame:arrow_R.png,atlas-frames/assets/package/download/loading_resource0/arrow_R.png,0,12,80,95,80,95,80,95,0.0,0.0,False,PNG,80,95,RGBA,1,True,FA3F33AFC238AD622DFBE3D16498E3D1FD4F160CA47B949693FB7BB17CC72E15,33AC97F66A1B739BB72224CA8D55B4055CBCEBE2488BF5BB369BC14C934019AA,8C916E4FB3E41957,2876
L-FRAME-00021,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bg_middle02.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bg_middle02.png,assets/package/download/loading_resource0.plist#frame:bg_middle02.png,atlas-frames/assets/package/download/loading_resource0/bg_middle02.png,82,0,672,108,672,108,672,108,0.0,0.0,False,PNG,672,108,RGBA,1,True,30A5A25D76D864F4DFF27A99F910D0D1287AE0DF0B27A798919260AD1FCB78BF,826AC0A9AD505C88241A9AA48A0E50F2B7BC347C20F81F761960DA2E6ABB19EC,FC3CC3C3C2C3C33C,8754
L-FRAME-00022,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bg_middle03.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bg_middle03.png,assets/package/download/loading_resource0.plist#frame:bg_middle03.png,atlas-frames/assets/package/download/loading_resource0/bg_middle03.png,0,110,733,456,733,456,733,456,0.0,0.0,False,PNG,733,456,RGBA,1,True,7BC62A8A007A61CEBD50053B3E6065690762C728A16418B0BC01FD25B2A0150E,87E854C27157801B9AD939B354D66636AE6C8D4232E987848ACF617959E39DDF,E8689F689F689768,16713
L-FRAME-00023,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,arrow_L.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:arrow_L.png,assets/package/download/loading_resource0.plist#frame:arrow_L.png,atlas-frames/assets/package/download/loading_resource0/arrow_L.png,0,568,80,95,80,95,80,95,0.0,0.0,False,PNG,80,95,RGBA,1,True,009B8C5E91B78F849F2BC792F388E3F54B488D12BDE44EBA710182AC49C6EB65,937BBF583D00859E3907983185FC8A2A4B7B936BCDBECD8BBB98EAFE72D43336,D98D3B1AE6B14C47,2900
L-FRAME-00024,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,card_dummy_l.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:card_dummy_l.png,assets/package/download/loading_resource0.plist#frame:card_dummy_l.png,atlas-frames/assets/package/download/loading_resource0/card_dummy_l.png,12,0,10,10,10,10,10,10,0.0,0.0,False,PNG,10,10,RGBA,1,True,0C384837A297A57DFC850792315DAEB53B575FBF0572775700BB9403AC6CBBCF,FE788557BD2A8F6E31AAE47331309E4A1AE7B090BC6CC88B5C3F567B270AB92F,D72929D639D6D729,71
L-FRAME-00025,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,light.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:light.png,assets/package/download/loading_resource0.plist#frame:light.png,atlas-frames/assets/package/download/loading_resource0/light.png,82,568,1024,26,1024,26,1024,26,0.0,0.0,False,PNG,1024,26,RGBA,1,True,95FF928C19F3A0AB474692FE1645950546BB5282BFA1445740E8E66D2D306981,2553FCC3A60EA945C4D83E2CFC93951BFCD9AD57820E450EF9AFB6B56692C405,956B6B94946B6A95,2630
L-FRAME-00026,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bg_up.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bg_up.png,assets/package/download/loading_resource0.plist#frame:bg_up.png,atlas-frames/assets/package/download/loading_resource0/bg_up.png,0,665,1024,203,1024,203,1024,203,0.0,0.0,False,PNG,1024,203,RGBA,1,True,7E7E90172957D7A73CF18BEFBE6F6B710C4049731AB79A5E28F60D1CF03AE122,597748D9D0EDABD8A653F6D435510BF749075EDC73C5D03350E3444722424116,FE278B6A80179778,132113
L-FRAME-00027,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bg_down.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bg_down.png,assets/package/download/loading_resource0.plist#frame:bg_down.png,atlas-frames/assets/package/download/loading_resource0/bg_down.png,756,0,1024,457,1024,457,1024,457,0.0,0.0,False,PNG,1024,457,RGBA,1,True,48FE62A8C4B6E2DAD700387B3FA1D5032359B3A3A1DBCD2754F9D8FD06E4DC27,B43C0EF9DCCDD73BC19D3D0BA48EDCB078893764391FF104486A22F855DEAE42,FCE0DBD0E8EF8482,497169
L-FRAME-00028,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,card_dummy_m.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:card_dummy_m.png,assets/package/download/loading_resource0.plist#frame:card_dummy_m.png,atlas-frames/assets/package/download/loading_resource0/card_dummy_m.png,24,0,10,10,10,10,10,10,0.0,0.0,False,PNG,10,10,RGBA,1,True,0C384837A297A57DFC850792315DAEB53B575FBF0572775700BB9403AC6CBBCF,FE788557BD2A8F6E31AAE47331309E4A1AE7B090BC6CC88B5C3F567B270AB92F,D72929D639D6D729,71
L-FRAME-00029,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bg_middle.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bg_middle.png,assets/package/download/loading_resource0.plist#frame:bg_middle.png,atlas-frames/assets/package/download/loading_resource0/bg_middle.png,0,870,1024,114,1024,114,1024,114,0.0,0.0,False,PNG,1024,114,RGBA,1,True,9CE10587CEDBBEE55ECC4EE26702DB551E0D0A2278E8BE6E74E25A459D082E99,3E70B8ABCA7211C5E74F3E18FC5E4C0FC3D6AF40BCBFE688F5DB92892C2CED8A,FEFD870380F78780,71507
L-FRAME-00030,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/download/loading_resource0.plist,assets/package/download/loading_resource0.png,bk.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/download/loading_resource0.plist#frame:bk.png,assets/package/download/loading_resource0.plist#frame:bk.png,atlas-frames/assets/package/download/loading_resource0/bk.png,36,0,10,10,10,10,10,10,0.0,0.0,False,PNG,10,10,RGBA,1,True,C8CDA98C59D45E842439393F98AF2C12F5BDCF153D0053EC6756CE7ED819524E,A94D19B18905D9B8A0E1AC001F476554B11A7167B16F51E88CDCBA7DF46BF55F,D63929D629D6D629,84
L-FRAME-00031,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/evolution/web_ef_reality_up0.plist,assets/package/evolution/web_ef_reality_up0.png,Star00.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/evolution/web_ef_reality_up0.plist#frame:Star00.png,assets/package/evolution/web_ef_reality_up0.plist#frame:Star00.png,atlas-frames/assets/package/evolution/web_ef_reality_up0/Star00.png,683,966,92,89,92,89,92,89,0.0,0.0,False,PNG,92,89,RGBA,1,True,61F22CBDAF514B0D146B38A8FCDF6E3687EC1802DBE0FF1106D74B7828E1E8D9,5F6C0C5D4A0FB17C0B5343C118936739F521B809118179820243EC699D49097E,CF993166C698936D,2758
L-FRAME-00032,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/evolution/web_ef_reality_up0.plist,assets/package/evolution/web_ef_reality_up0.png,Star01.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/evolution/web_ef_reality_up0.plist#frame:Star01.png,assets/package/evolution/web_ef_reality_up0.plist#frame:Star01.png,atlas-frames/assets/package/evolution/web_ef_reality_up0/Star01.png,583,1025,92,89,92,89,92,89,0.0,0.0,False,PNG,92,89,RGBA,1,True,14F21EB1CD7E1091D48F3FBCA629DB4188BC94ADE4A1155B9C3AB4E08E5D742E,E43525715CF33D7BDBFBE52727C8D8A8BBC0BB198CB3973256DC3B301F86C80C,956C78E36697A748,3184
L-FRAME-00033,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/evolution/web_ef_reality_up0.plist,assets/package/evolution/web_ef_reality_up0.png,TouchScreenBase00.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/evolution/web_ef_reality_up0.plist#frame:TouchScreenBase00.png,assets/package/evolution/web_ef_reality_up0.plist#frame:TouchScreenBase00.png,atlas-frames/assets/package/evolution/web_ef_reality_up0/TouchScreenBase00.png,2,772,515,70,515,70,515,70,0.0,0.0,False,PNG,515,70,RGBA,1,True,CCBFFC332E83405B01EF3C44FA60A8130B2DD7448172BFA68C9598A32D2E4419,8E28BD9FA3F39E4198168B3CB91D24209395253341C1819183EB27592B4B47C2,C0D52F3B332E263D,10913
L-FRAME-00034,logical_frame,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,assets/package/evolution/web_ef_reality_up0.plist,assets/package/evolution/web_ef_reality_up0.png,TouchScreenBase01.png,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/assets/package/evolution/web_ef_reality_up0.plist#frame:TouchScreenBase01.png,assets/package/evolution/web_ef_reality_up0.plist#frame:TouchScreenBase01.png,atlas-frames/assets/package/evolution/web_ef_reality_up0/TouchScreenBase01.png,2,844,340,50,340,50,340,50,0.0,0.0,False,PNG,340,50,RGBA,1,True,C09C2E5CAC93F6EEFC65D2DC6011D2B7F5527A951DD949E9A61C53425EDEEA0E,29BA381F90A4192055A804F670DC607BC9D8CB6293CA18CF8F28D95DB3CD4D0F,91D06E3F87D690F1,8995
