record_id,layer,physical_kind,source_container_absolute,source_archive_entry,source_plist,logical_texture_name,source_locator_absolute,source_locator_repo_relative,export_path,format,width,height,mode,frames,has_alpha,encoded_sha256,pixel_sha256,phash64,encoded_bytes
P-DIRECT-0116,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_scrubber_primary_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_scrubber_primary_mtrl_alpha.9.png,res/drawable-xhdpi/abc_scrubber_primary_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_scrubber_primary_mtrl_alpha.9.png,PNG,20,24,LA,1,True,C0F930A722A16DF986923BF419081D1090F9476A7287C8B655AB36FFC08064CB,834E40292FA9594FDCDDEE9DA858987754424F4573AE440CF01B721D2D43FF7F,D6D629D6D6D62829,208
P-DIRECT-0117,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_scrubber_track_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_scrubber_track_mtrl_alpha.9.png,res/drawable-xhdpi/abc_scrubber_track_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_scrubber_track_mtrl_alpha.9.png,PNG,20,24,LA,1,True,6B2372B414ABC1CFCFD71C98F51901A84C46C5B712046AAE019B6110DE265175,E6900F7A657870BE7EE7264434FE36FEE4C79561509C0AB0429A9696A594B77E,D72929D6D6D63929,198
P-DIRECT-0118,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_spinner_mtrl_am_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_spinner_mtrl_am_alpha.9.png,res/drawable-xhdpi/abc_spinner_mtrl_am_alpha.9.png,all-images/res/drawable-xhdpi/abc_spinner_mtrl_am_alpha.9.png,PNG,36,48,LA,1,True,0249E043A290204D85B92E2256FE9146C07D775D768987843DE21CE5054D56D2,32BDB533D9BC95FFD1D52210790D5FDB62762004B155DC262B7C62BB4B4C8CF8,CDC3333CCCC3333C,421
P-DIRECT-0119,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_switch_track_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_switch_track_mtrl_alpha.9.png,res/drawable-xhdpi/abc_switch_track_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_switch_track_mtrl_alpha.9.png,PNG,47,32,LA,1,True,468607601140955B21C6091897BFC65F609D386FA68D56C199201895E03B3FBC,7FB9FA8F24D37A97203E5E1923B0B4F56C4FF0DAB95094374EBB1819F535BF43,961B78F561E1654E,618
P-DIRECT-0120,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_tab_indicator_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_tab_indicator_mtrl_alpha.9.png,res/drawable-xhdpi/abc_tab_indicator_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_tab_indicator_mtrl_alpha.9.png,PNG,24,24,LA,1,True,B8B26708D71B4C7A5CF5311ABCDFA741FEE39C9F5E1383D49CA0C677FCDB03CD,4B03259CC07F98A75AE71F2E68DBC6BBBA20EBFB8769246D45CC2AD3C25EB96D,D7D729D629D62929,194
P-DIRECT-0121,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_textfield_activated_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_textfield_activated_mtrl_alpha.9.png,res/drawable-xhdpi/abc_textfield_activated_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_textfield_activated_mtrl_alpha.9.png,PNG,25,22,LA,1,True,23439B8899F4B63D68AE9385EAA49286A4B95B95F79B8B8D37DE3B0E4FDBC747,7A7F541F611DC0C575FEF64A11BC4EB04B897E7C2BBC3527C5F91DFFACD8EEBE,C6D629D629D6D629,189
P-DIRECT-0122,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_textfield_default_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_textfield_default_mtrl_alpha.9.png,res/drawable-xhdpi/abc_textfield_default_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_textfield_default_mtrl_alpha.9.png,PNG,25,22,LA,1,True,0CAAEA0060B3772BA433C0E9E3A5452F26F3421BA5023C855157270BC675B309,7ECDCC8059C0FD0437275C34EBE827A05962CFED9910A7B5A4D888BCE363898C,D6D629D6D639D629,187
P-DIRECT-0123,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_textfield_search_activated_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_textfield_search_activated_mtrl_alpha.9.png,res/drawable-xhdpi/abc_textfield_search_activated_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_textfield_search_activated_mtrl_alpha.9.png,PNG,24,6,LA,1,True,5AE9594240ADA5E53500E2524215B3E2B3C91E6DD95B05E0ACDD27D9D8C57E72,6FECC079B91BDC803A2756F7DC9140C4C017445BC54E55E94A3D70CB7F3D2BE4,D639D73929D62929,184
P-DIRECT-0124,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_textfield_search_default_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_textfield_search_default_mtrl_alpha.9.png,res/drawable-xhdpi/abc_textfield_search_default_mtrl_alpha.9.png,all-images/res/drawable-xhdpi/abc_textfield_search_default_mtrl_alpha.9.png,PNG,24,6,LA,1,True,779A2606A931A399A2C9D3BD01F3C510C412F2916478AA687E430E6003B0A5F3,6B1B3FA14A74D0729D58BA4675D53AF30FEC0E1E21FC1A8D8216F787F8C876C9,D639D6D629D63929,182
P-DIRECT-0125,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_text_select_handle_left_mtrl.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_text_select_handle_left_mtrl.png,res/drawable-xhdpi/abc_text_select_handle_left_mtrl.png,all-images/res/drawable-xhdpi/abc_text_select_handle_left_mtrl.png,PNG,88,44,P,1,True,9D8DFE83230D84C2AF00B564C41DD6A61154105C16D0C37544069BC88A8A0C7F,FC0A6B403520FE2960EFF1E0C86F96FE2A2B94D6883100A269B823A9CE3FBE7C,E169C76DC664CE64,347
P-DIRECT-0126,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_text_select_handle_middle_mtrl.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_text_select_handle_middle_mtrl.png,res/drawable-xhdpi/abc_text_select_handle_middle_mtrl.png,all-images/res/drawable-xhdpi/abc_text_select_handle_middle_mtrl.png,PNG,40,48,RGBA,1,True,1E9E39129A5314992877606E4D7B787D8A5DD66384B887569A3D8761DDC0FE9A,96DF4620667C4568152606EC45114D6D07221ECA54EACD0B41050E7686B2CC89,FEA4A016875EDE68,822
P-DIRECT-0127,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/abc_text_select_handle_right_mtrl.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/abc_text_select_handle_right_mtrl.png,res/drawable-xhdpi/abc_text_select_handle_right_mtrl.png,all-images/res/drawable-xhdpi/abc_text_select_handle_right_mtrl.png,PNG,88,44,P,1,True,41A93BB6577172E9527C6882F4F46DA5707D21F4AA732D7D736738569A0A03F1,0FC49B73AEA54A821C72146346D71079187037D709FDD5258D0DEAA50FC79A32,B43C92389339DB79,344
P-DIRECT-0128,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/common_full_open_on_phone.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/common_full_open_on_phone.png,res/drawable-xhdpi/common_full_open_on_phone.png,all-images/res/drawable-xhdpi/common_full_open_on_phone.png,PNG,128,128,P,1,True,2DF4203AFDAB73E8E41DC7E14DAF13CB61E4B255D1F6E1E57DE9CFC6FACF88BE,7828430A7AF426DEEFBECE4B0FAF1BADE03C920E79CF1580B8CFD660BC8FD86C,C63019CF6CCF3175,516
P-DIRECT-0129,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/common_google_signin_btn_icon_dark_normal_background.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/common_google_signin_btn_icon_dark_normal_background.9.png,res/drawable-xhdpi/common_google_signin_btn_icon_dark_normal_background.9.png,all-images/res/drawable-xhdpi/common_google_signin_btn_icon_dark_normal_background.9.png,PNG,96,96,RGBA,1,True,9D62D3EABEFAF89E6018D3902CC8C4BB888A8891D9639DEDA8FB58BA60FE1822,5A1BD75EE8BE270CDB87C127ED29C66F9E73F1F892AD1358FCC21E10A250B42C,D5D52BD53BD42BD1,1032
P-DIRECT-0130,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/common_google_signin_btn_icon_light_normal_background.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/common_google_signin_btn_icon_light_normal_background.9.png,res/drawable-xhdpi/common_google_signin_btn_icon_light_normal_background.9.png,all-images/res/drawable-xhdpi/common_google_signin_btn_icon_light_normal_background.9.png,PNG,96,96,LA,1,True,F62BF21D152A276AE8D9A0D62997F12C60D64EC812FD973FF60E3295DEEE34B4,4778812F673263A6AB1EDB9B47B3CC4539FF0CA737159F08F1CD505E61CA8AAB,D5D52BD52AD52BD1,776
P-DIRECT-0131,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/common_google_signin_btn_text_dark_normal_background.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/common_google_signin_btn_text_dark_normal_background.9.png,res/drawable-xhdpi/common_google_signin_btn_text_dark_normal_background.9.png,all-images/res/drawable-xhdpi/common_google_signin_btn_text_dark_normal_background.9.png,PNG,222,96,RGBA,1,True,FCB4416A4F5F5B4D72854D91722289789B30BB562C6F0F57975818AB555CC809,CF4B6B8164D3F85E2CC9E38F13562DBC13B3F4874FC31376EE1FFDE02E8B6CB1,E2951F951F951D91,1086
P-DIRECT-0132,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/common_google_signin_btn_text_light_normal_background.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/common_google_signin_btn_text_light_normal_background.9.png,res/drawable-xhdpi/common_google_signin_btn_text_light_normal_background.9.png,all-images/res/drawable-xhdpi/common_google_signin_btn_text_light_normal_background.9.png,PNG,222,96,LA,1,True,092BF333080E2B3ECE63147EA15E6AC04915968C010E5C3F85F8CB650D61ECB7,AA2C0147E18AF4F948EB32B773E03E541CDE0CCA7642AF969F703D67EC37D1C5,D5807F807FD42AD5,808
P-DIRECT-0133,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/googleg_disabled_color_18.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/googleg_disabled_color_18.png,res/drawable-xhdpi/googleg_disabled_color_18.png,all-images/res/drawable-xhdpi/googleg_disabled_color_18.png,PNG,36,36,LA,1,True,D348AF7CF465CD873E88D2379EB69CBCE0E3353A6BDA5A1B3A900928F6DEA697,51440A528901F17916EA8088B33704D038B0DFF4B446D70F01996D2B5A9186B4,D05A46A59FD56C4B,714
P-DIRECT-0134,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/googleg_standard_color_18.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/googleg_standard_color_18.png,res/drawable-xhdpi/googleg_standard_color_18.png,all-images/res/drawable-xhdpi/googleg_standard_color_18.png,PNG,36,36,RGBA,1,True,C0BAA9C4C2DDBC9828C9EC9C340442401DE5D45B8C0CEF71130A8E1EC8B74A19,7286B01DD16AB8AD99A429572894CB3654BCD703E5564C81D5267AB44E0FD1C1,FC3D0360F0D29797,1212
P-DIRECT-0135,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/notification_bg_low_normal.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/notification_bg_low_normal.9.png,res/drawable-xhdpi/notification_bg_low_normal.9.png,all-images/res/drawable-xhdpi/notification_bg_low_normal.9.png,PNG,16,16,L,1,False,3E09AFA21C45372C035598C017C8FB405A6D678E6CB84DC857581CB3B40E482D,AFBC7CFB1010A50BE0C9894C395A17C0A58BF5A958FC2411A230C7B17CD39655,D4D4D4D5D4D5D4D4,221
P-DIRECT-0136,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/notification_bg_low_pressed.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/notification_bg_low_pressed.9.png,res/drawable-xhdpi/notification_bg_low_pressed.9.png,all-images/res/drawable-xhdpi/notification_bg_low_pressed.9.png,PNG,16,16,RGB,1,False,20343222F9F79DD565C3A2248494D452E70820AC1C437173C38BADD45F962AFD,FD0FA32769A66496D259B7AD382B6574F157E1F62C81D46912D315ED78D73162,D4D5D4D5D4D5D5D4,252
P-DIRECT-0137,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/notification_bg_normal.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/notification_bg_normal.9.png,res/drawable-xhdpi/notification_bg_normal.9.png,all-images/res/drawable-xhdpi/notification_bg_normal.9.png,PNG,16,16,L,1,False,559BF783D765C02338E97952BDC9C6689C7FF99090B8C9813369118DA8B080F0,CA53845EBDE7A21220B739772191A299043EA414001AE4A80B58D1872DF3D5BA,D4D5D5D5D5D5D4D5,221
P-DIRECT-0138,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/notification_bg_normal_pressed.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/notification_bg_normal_pressed.9.png,res/drawable-xhdpi/notification_bg_normal_pressed.9.png,all-images/res/drawable-xhdpi/notification_bg_normal_pressed.9.png,PNG,16,16,RGB,1,False,D27AF435101CA4CBEC0C840BD30687918CD39EB83AAB1487420855623A45998B,4FA4839248A343BD4444D3A7C09478CE213CD75D06662D5D75D44B2B691A5A6B,D4D5D4D4D5D5D4D5,247
P-DIRECT-0139,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xhdpi/notify_panel_notification_icon_bg.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xhdpi/notify_panel_notification_icon_bg.png,res/drawable-xhdpi/notify_panel_notification_icon_bg.png,all-images/res/drawable-xhdpi/notify_panel_notification_icon_bg.png,PNG,30,30,P,1,False,6598A6E07BD8876909EB886EBB75529BB91FA8677E0E5718AC38EB2962833DA3,53EFB6C2FABF16C79861635E56A949D37C0704EEFE4C86E84FFC30057F3B0AC5,D689F4899DA9037E,99
P-DIRECT-0140,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_ab_share_pack_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_ab_share_pack_mtrl_alpha.9.png,res/drawable-xxhdpi/abc_ab_share_pack_mtrl_alpha.9.png,all-images/res/drawable-xxhdpi/abc_ab_share_pack_mtrl_alpha.9.png,PNG,48,48,LA,1,True,F81412C5131046A83F5D9DE1D10E2B4B31F6E2657C4C08743825CD40F605FDD3,C4F5B05395388818EAAB4E181CB49E345DD62CCF0695E399E200FFA0320C29A3,917F4C9133916E5E,286
P-DIRECT-0141,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_000.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_000.png,res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_000.png,all-images/res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_000.png,PNG,96,96,P,1,True,2080C4C57966F1E6ED4BDE9D60CBA1694974A76816F9ACDED3D997572093760A,C7B80A8F931AC324509AC646804701905690D9DAD0E63D952EBBB4A17C7A393E,FCCBD434CB320BCB,368
P-DIRECT-0142,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_015.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_015.png,res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_015.png,all-images/res/drawable-xxhdpi/abc_btn_check_to_on_mtrl_015.png,PNG,96,96,P,1,True,7BEF5527FDE01279EA0EBEE5324FDD489B97E6B6D44812E35C8DBA9A336C8E5C,30144496709A360C9EF4168C2CC1BB43365FF387D934003B92E05D11D077F014,A93396CCCB333CCC,724
P-DIRECT-0143,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_000.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_000.png,res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_000.png,all-images/res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_000.png,PNG,96,96,P,1,True,39B8FECEA842C1704DD85D5DD6E4671A5809C35104735350B84461C6CF54A28D,38A9D7C6EBBAE234F501E9D80EC8E2479EE4AEA2F7078E4285254FDF6641212B,E996B469CB961C69,1248
P-DIRECT-0144,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_015.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_015.png,res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_015.png,all-images/res/drawable-xxhdpi/abc_btn_radio_to_on_mtrl_015.png,PNG,96,96,P,1,True,9111845CB02AECFE447D81B4B63D2C072A48EB29B76485A344A53545031ADA09,C58B98237FFB349AE6E555783B6DFC5D3BC6F48AAF632870EBB8028FEB754491,F6C3D4F403F4D849,1466
P-DIRECT-0145,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00001.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00001.9.png,res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00001.9.png,all-images/res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00001.9.png,PNG,81,81,LA,1,True,0F8DB605D63BF1D6D35FD647D592AC4E70C9A712FF5D1C2114C8D58A88B8228A,34331125130C4644ED79968CE9F931F7B0FC866EFB426478A860C8815D2A7036,D6D12F4B342DF634,2463
P-DIRECT-0146,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00012.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00012.9.png,res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00012.9.png,all-images/res/drawable-xxhdpi/abc_btn_switch_to_on_mtrl_00012.9.png,PNG,81,81,LA,1,True,40AE459DB3548AC42FB949D69ECD5D3C452866DB0FCF4D1B1081DD676A9431EC,B97A25717651537EEF8C783A4D9D424EA10E87B3C4145563F3F891D461C5D4D1,D6C02FCB342DF23C,2804
P-DIRECT-0147,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_cab_background_top_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_cab_background_top_mtrl_alpha.9.png,res/drawable-xxhdpi/abc_cab_background_top_mtrl_alpha.9.png,all-images/res/drawable-xxhdpi/abc_cab_background_top_mtrl_alpha.9.png,PNG,72,72,LA,1,True,D68D03967FB222F7E35772A2E0637F73B4DD0D6CBB9EE3F2B4432D2F90C257DB,616CCFBE7B8F60CF7B95FBC38888EB1DADAA946C12B8D398035A27A08FDEEF11,D7D629D629D629D6,237
P-DIRECT-0148,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_ic_commit_search_api_mtrl_alpha.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_ic_commit_search_api_mtrl_alpha.png,res/drawable-xxhdpi/abc_ic_commit_search_api_mtrl_alpha.png,all-images/res/drawable-xxhdpi/abc_ic_commit_search_api_mtrl_alpha.png,PNG,96,96,LA,1,True,A12E5E05D6F3187D1E68E83CF3F52C26B1F176FE31D37DDEB94C278B2F9FB576,7A81FD2F1D025DD084B5A94BC9DD1834792E231B098673A007999F91C89180BE,CECC3133CFCC9893,280
P-DIRECT-0149,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_list_divider_mtrl_alpha.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_list_divider_mtrl_alpha.9.png,res/drawable-xxhdpi/abc_list_divider_mtrl_alpha.9.png,all-images/res/drawable-xxhdpi/abc_list_divider_mtrl_alpha.9.png,PNG,2,2,L,1,False,49903073AB23ABFC11A55E1333EB2905C743E1B382006C27C15434FD76E0207C,26580E6464784946EDFBE2CD42459FE1A50EED0814BA7D872434FC72C55677DC,D72929D639D6D729,171
P-DIRECT-0150,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_list_focused_holo.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_list_focused_holo.9.png,res/drawable-xxhdpi/abc_list_focused_holo.9.png,all-images/res/drawable-xxhdpi/abc_list_focused_holo.9.png,PNG,18,18,RGBA,1,True,78CAF9F294C67D63345567BE5786298A7BA567D1DDBA39AD4AC2B201BA6A6DE3,71FC23BA93EA9F78657ACF54CE25FB783887929299C9972AA9F6B96645496927,F4B4CBF634F43209,257
P-DIRECT-0151,physical,apk_direct,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk,res/drawable-xxhdpi/abc_list_longpressed_holo.9.png,,,D:\magia\MyProducts\MagiaRe\Magia_CN_Project\dist\MagiaCN-r128-downloader-fix1.apk!/res/drawable-xxhdpi/abc_list_longpressed_holo.9.png,res/drawable-xxhdpi/abc_list_longpressed_holo.9.png,all-images/res/drawable-xxhdpi/abc_list_longpressed_holo.9.png,PNG,18,18,RGBA,1,True,44C29766B2D88B78A71393B3E3A771CA7EEF5F552630C6074F33D6291241D0B9,4896593E6260113AB3CB416AE4426C68F4CEF88B579FBF8DCF0EAC70EC6EF917,D6D629D621D6D629,221
